plot_ref,NSCA_Genus_DBH1,NSCA_Genus_DBH2,NSCA_Genus_DBH3,NSCA_Genus_DBH4,NSCA_Genus_DBH5,WD,prop_helio,prop_npld,prop_shade
123,0.8862748338449966,-1.5491176029424203,-0.2566683004494534,1.2949097778496084,2.401410372462623,0.74903564436882,4.17922468616042,36.5936750260878,59.2271002877518
148,1.0286753418553642,-0.9294129489453353,-2.8944993446597698,0.34940149745758825,1.4016535297584463,0.690298572170951,5.10495216309423,40.9384439789642,53.9566038579416
162,1.2271267578485123,-1.4238934839225048,-3.637280230680992,0.8648821775129595,3.211953014599874,0.67639888660562,6.08360364517652,59.4069972558612,34.5093990989623
166,0.8626513145955589,-0.9536611612866452,-1.9810069827175998,0.23391444368135342,1.1361856481757924,0.631734285939406,6.31935357088283,70.2338004747143,23.4468459544029
180,0.4532144129539802,-0.7621537558412866,-0.500294773355332,0.05924941211628822,-0.7551000795432051,0.631656607537616,11.4305326111561,18.0304736142975,70.5389937745464
184,0.9336845548093077,-1.222490172433883,-2.5398320083842147,0.45466225150699596,1.4393715853528797,0.687912246838358,6.65235741791403,52.4020501266875,40.9455924553984
189,0.8917385309825658,-0.9488800909166841,-2.2601060101727044,0.3712173341535093,0.9899059438434644,0.700126455914726,5.04011141385232,51.9136329661374,43.0462556200103
199,1.0531286102718092,-1.3696483263941281,-2.7581095020420276,0.7536981525567163,2.234079015233758,0.73090606449878,3.57860349892662,42.1205317122439,54.3008647888294
41,0.9409664260397513,-1.2428422528696517,-2.3641632022045203,0.46753829437459543,1.246369356797394,0.698174916972418,12.923905899202,22.3906945054655,64.6853995953326
53,0.7365707708614635,-0.42047188442932415,-0.7951572822509775,0.4916131302919248,0.5634692714318342,0.712967096210527,8.49382211905145,20.2006392107181,71.3055386702304
Betamba_1,1.0448817970359023,3.4345273713669697,-0.41719438656330593,-0.15921361841037468,-0.3378291693729431,0.482952918220068,56.989957687883,25.4653426759621,17.5446996361549
Betamba_2,1.2313838976780087,3.9498278940506752,-0.8056926961090413,-0.17142954380957195,-0.2004851167003212,0.466485920244863,71.6403823957078,21.130688826075,7.22892877821729
Betamba_3,0.9423927982571573,2.9894120837725873,0.014171298747871264,-0.2631208604588942,-0.6855370895896498,0.467313882724366,59.2422807891143,20.8660541043471,19.8916651065386
Betamba_4,1.38941513077453,7.194998412382647,0.056364229654657046,0.12255474977942836,0.09813935442241785,0.388442956479716,77.63430647319421,10.1202110848414,12.2454824419644
GIL1,-13.287048914449231,0.887719318194787,-0.6110209176413735,0.5393260144177041,0.4355255953207712,0.670021289085385,4.14034045757843,3.03437993387475,92.8252796085468
GIL2,-10.820807087809749,0.5964014990270804,-0.14561035907910885,0.5179681924030698,0.3450199981386736,0.675164591028605,7.45068633807007,7.91580839892068,84.6335052630093
GIL3,-10.02476177661681,0.7311831867889897,-0.3147998285114509,0.3834916239832967,0.06058541127601375,0.673235427502365,12.506417563066,9.50562594041764,77.9879564965164
JEU-L6B,0.3598825678448469,-0.6905158502588584,0.07598594674996728,0.004963161200459877,-1.6688858205542172,0.644903399399444,7.21575646626561,25.9071657831103,66.8770777506241
JEU2,2.0966936935880685,13.267740395285227,0.25832179913376874,0.7974970537452937,2.084060329559399,0.2818604059494,97.6346271923248,1.83132709092735,0.534045716747891
JEU3,1.8267608323261944,11.050943879127276,0.2468877763279747,0.5952702389793082,1.5542442251527135,0.312681517932898,92.4641907267643,5.10725957256789,2.42854970066782
JEU4,1.901363051721581,11.584472578619803,0.18652778260165956,0.6174921138185742,1.2564977038960174,0.344466343333328,83.0275596934624,8.66234002158358,8.31010028495403
Lokofa_1,0.5873932727753272,-0.31126966823463936,0.06890429363896802,-0.4537094869802331,-1.0702975031275233,0.525331345059469,24.7704373200959,47.1172737086163,28.1122889712879
Lokofa_2,0.42988350115363627,-0.25068869050334386,0.10527362707131624,-0.36518882601724917,-2.193924780635147,0.567394442339608,25.7434342954975,25.9304492079196,48.3261164965829
Lokofa_3,0.6171595739193747,-0.16241091258183052,0.028684893139372798,-0.3867415112077869,-1.1090306457308872,0.544942022335511,23.0115739093268,36.2922325831278,40.6961935075454
Lokofa_4,0.5742902298028764,-0.2345463380246048,0.6755031626094905,-0.17306073162824512,-0.618664480261646,0.573872343671599,19.5443613304945,26.0400824894556,54.4155561800499
M2P1,0.8970713463672768,-0.7121191004023514,-2.5975592061158657,-0.04290338790995089,0.3288648066812832,0.694475282880927,15.4810355436667,32.5609955939101,51.95796886242329
M2P10,0.6782982418961465,-0.7652007846446275,-1.38274957794538,-0.04954708042784209,-0.07076508802535106,0.704236641780394,6.69558386349674,27.4414822287035,65.8629339077998
M2P11,0.7628029086824987,-0.9531504358344827,-1.777947606381285,0.08064815940774472,0.23420987463205606,0.657500079134871,7.58767264786432,22.0652340462622,70.3470933058735
M2P12,0.9433919176162339,-0.9580175735766536,-3.017906603607043,-0.17872856550246013,0.19156209166407565,0.653928564254394,9.10336361635011,51.6709196846034,39.2257166990465
M2P13,0.8688740221041508,-1.208935564895397,-2.13579056939981,0.3619551943034716,1.257605722644313,0.657192921473554,5.92087902883632,23.9533902764028,70.1257306947609
M2P14,0.6039354378458595,-0.8533204822285337,-0.9642339659530665,-0.7528107058980331,-1.845073605317544,0.54369969160711,11.4963812559484,86.5458981191331,1.95772062491853
M2P15,0.6192003786576356,-0.6663447431145033,0.1498586520957203,-0.20109533251759862,-0.41850432003227983,0.574557256480786,44.1765276822745,42.3730346174872,13.4504377002383
M2P16,0.9536340674631919,-0.07764869633883566,-1.3519995515147498,0.4633536787287236,1.3082533283990532,0.621795535009695,25.8232868328363,37.9801263579718,36.1965868091919
M2P2,0.9615553118404816,-1.1774648300141555,-2.77567140590334,0.3951568657387831,1.2194697541312958,0.694677733427073,6.63822747542727,42.4068565866676,50.9549159379051
M2P9,0.9499076923047983,0.5311833740094776,-2.277534168318552,-0.3298598095920895,-0.854261295829272,0.641942972642423,28.381647057172895,19.9978430656672,51.62050987716
MAB01h,0.6252102964497741,-0.8614642780642626,1.5367790235062784,0.4933184192565222,0.87686687424613,0.65285603368442,1.00983459314163,21.2989256702205,77.6912397366378
MAB02h,0.6192973383048087,-0.6940312413248764,1.3707384651767462,0.47070673532507895,0.6380211326009081,0.634551671275927,5.46358001965594,26.2283206364633,68.3080993438808
MAB03h,0.6180193818398192,-1.1811884402412922,3.6753826615824043,1.3083760458587534,1.587318011279036,0.700518812557906,5.5780508815275,25.4264451135808,68.9955040048918
MAB04h,0.6481132156638124,-1.1909152459344783,3.3940435161752527,1.217941002918048,1.5973033594302448,0.704608763066801,22.8512555924755,17.37821669309,59.77052771443449
MAB05h,0.6260007953805498,-1.1075166101445886,3.4219564255775863,1.1516515310693074,1.4663255130572774,0.710018821162178,13.6464545253348,21.0844439627338,65.2691015119314
MAB06h,0.45822425665875133,-1.015708563808028,3.1108606155736824,0.930235562818871,0.3404402007414942,0.713263417375382,1.61976287295725,18.8212320352178,79.5590050918249
MAB07h,0.702611038347763,-0.9325236390780872,2.001036679950214,0.8664856310963197,1.3414094094677906,0.685098189538624,12.5170720606483,16.780908383956,70.7020195553957
MAB08h,0.6850455589218791,-1.2652831123764683,4.282669439653208,1.5653665208349656,1.929990641767775,0.701270426665411,1.06409500838337,17.1708279972792,81.7650769943374
MAB09h,0.6020914066353731,-0.9682405699494474,2.94587625269501,0.8723044569033341,1.1482713773638282,0.670076961576783,6.62288361844037,34.9483219894018,58.4287943921579
MAB10h,0.5825303825160298,-1.013363049327461,2.8255623608772273,0.9273857804224055,0.9964344892460667,0.681107526516997,14.807512643502,21.9197533318538,63.2727340246442
MAB11h,0.6267674656554193,-0.811323747373386,1.9424649305105228,0.3981256421878696,0.7289621051019984,0.76645148713514,3.09743595763107,57.7090486318407,39.1935154105282
MAB12h,0.6072552984897113,-0.3288152442858588,0.07730360780626616,-0.13000920377004715,-0.13882098687844757,0.64949393390028,47.5460317343373,11.1219139036402,41.3320543620225
MIX-L6A,0.49854337461877934,-0.521919031083672,-0.2608893398182962,-0.08685810427704634,-1.9717263803229645,0.638520286467947,1.07039925606251,27.4317466899393,71.4978540539982
MIX-L7A,0.32647468562478427,-0.6911087458724239,-0.3000862958522431,-0.12662247556624112,-2.746151805059139,0.674928961559939,5.60923283314469,16.0918098603184,78.2989573065369
MIX2,0.3076608590233034,-0.4027054680181046,-0.20707481048168297,-0.254134787335695,-2.59469148408271,0.665028263164137,1.38247158661037,33.9385541169351,64.6789742964545
MIX6,0.30268134638009797,-0.38870697533069143,0.010757138901369694,-0.18217860510478415,-2.5959192531970103,0.646148763802375,4.10523084653285,29.957037838017,65.9377313154502
Model_OR_lidar_87_Principal,0.7470721473049816,0.9909960521000121,0.03316724966219864,-0.23484738053984489,-1.125041920695378,0.585487275390671,22.4990631726994,31.992504242986,45.5084325843146
Modele_2406_Principal,-0.78936614897978,-0.5927954053051728,0.47441380153906126,0.14744248705066856,-0.41923831349599994,0.634375789741125,8.6200916843072,18.4311546443041,72.9487536713887
Modele_4301_Principal,-2.1034588552041424,-0.23598663974966536,0.21017631355232827,0.040484796810101024,-0.20727733090619918,0.636506334552029,18.1537937010639,28.9614394732582,52.88476682567791
Modele_4402_Principal,0.5947086674938562,-0.5187921057700974,1.6044114236192115,0.6460117499696582,0.25258747080718036,0.651334988059448,8.61086574307945,16.013186450179,75.3759478067415
Modele_4503_Principal,0.6057296607030419,-0.31778900004848737,0.2795514396765515,-0.7329146504687144,-1.7280715226881465,0.501207423722136,27.0440551100714,60.8537969253324,12.1021479645963
Modele_MA_lidar_205_principal,0.4329912019792569,-0.3337138058671299,0.4873279895691158,-0.7277611958604561,-1.8131127808437337,0.627546817211436,4.74602138430441,25.8279154559422,69.4260631597534
PARAP_Gungu_5,0.7880961169614731,1.5263145903319877,-0.33089528854513983,-0.40549101659762943,-0.9891609616450412,0.544603720945961,30.0359639659303,29.6449806592037,40.319055374866
PARAP_Idiofa_6,0.5983701677817058,-0.6811771418469655,-0.13489031065489823,-0.1949771321773365,-0.24228287019690778,0.645456062621043,12.6282517230371,59.4717856735481,27.8999626034148
PARAP_Luhudi_5,0.67907235173044,0.9261318990837278,0.10070149960749071,-0.40646684275085654,-0.8783631142431163,0.498633188375883,44.1915918072202,31.4997872542789,24.3086209385009
PARAP_Lukolela_53,0.5986365534258314,-0.8331248136552494,2.001291754634633,0.6314988101605611,-0.02690220312699276,0.752455462105297,31.8341084824958,12.4511061599584,55.7147853575458
PARAP_Mampulu_28,0.6076262785547749,-0.5070484936404667,-0.682075022041181,-0.5580242804988991,-1.2633295795105763,0.546408294556489,27.4922056046323,47.4378379194386,25.0699564759291
PARAP_Mangai_16,0.12297907198539235,-0.20795710444665189,0.4567726982238583,-0.24088252934955198,-3.3619993285038094,0.686729289594707,6.24268485583863,4.44773771392283,89.3095774302385
PARAP_Maniema_178,0.6678258266274909,-0.6853859904784554,-0.6369502949952004,-0.08676016651653495,0.0077584377081746985,0.620584389204391,13.9805265708763,45.6635256140319,40.3559478150918
PARAP_Mashambio_26,0.7125277102456337,-0.8451399081976996,-0.8601249208881384,-0.2960783597586396,-0.15306078873373735,0.690291256281189,1.40350236316918,74.6045316814602,23.9919659553706
PARAP_SwaKibula_234,0.6214095102744256,0.30261953236582473,-0.09736224651355965,-0.4722950326275799,-0.7758403769635661,0.534917369676759,29.7837836839732,39.9764119783038,30.239804337723
WWF-DIAF_07_01_Principal,0.7719128543441119,1.1404094097987394,0.031871861443667444,-0.4286590586383084,-0.7581807530192666,0.503570346358142,28.5652866588026,61.736977360638,9.697735980559408
WWF-DIAF_08_02_Principal,0.004817084465386343,-0.20658542805835298,0.09276249493008423,-0.4607730557324924,-0.8283436625958236,0.577135289106496,12.3048187219172,21.4996193331732,66.1955619449096
WWF-DIAF_11_05_Principal,0.528547965131206,-0.6427140079677562,1.370426568851855,-0.021711062294095453,0.17888732779170488,0.686660463415449,8.16214143916596,17.5986104498632,74.2392481109708
WWF-DIAF_13_07_Principal,0.4813879094069997,-0.5839218977267695,0.22373572150701818,-0.06672568299053484,-1.2978432245687224,0.670209102228902,0.848968879889335,19.1576820445902,79.9933490755205
WWF-DIAF_14_08_Principal,0.4419699778714819,-0.6792196693792444,0.9958245622355175,-0.16201581519495484,0.07452880321604019,0.688332733627453,0.76849989380366,18.3443690473942,80.8871310588021
WWF-DIAF_15_09_Principal,0.5436819146414478,-0.47399043955869596,0.14064078559458948,-0.3156035668188097,-0.5844231176542486,0.520670596553185,24.5525304082257,13.8571017217148,61.5903678700594
WWF-DIAF_16_10_Principal,0.7819422131394803,1.1732663657840359,-0.1027664066682814,6.410886485356178e-4,-0.24820490712241164,0.599906104129332,25.5777644871974,44.5212338190299,29.9010016937727
WWF-DIAF_17_11_Principal,-0.8965965601081525,-0.44364613809177394,1.7208351834320184,-11.997306017429,3.425824426688935,0.58530795949312,3.51703482968265,19.5727804922872,76.9101846780302
WWF-DIAF_supp1_Principal,0.5470583590174072,-0.42470327863142987,1.137642241623058,0.039372322360389296,0.5251765223008268,0.705208027749587,27.590781440868895,12.35384863188,60.05536992725111
WWF-DIAF_supp2_Principal,0.6890556442837726,0.7203502946868884,0.2764252771899742,-0.5203880113214941,-1.6666712572254292,0.529590962064373,28.9278356988637,57.708459719979,13.3637045811573
